timestamp,solar_irradiance_wm2,ambient_temperature_c,panel_temperature_c,cloud_cover_percent,power_generation_kw
2025-01-03 07:00:00,197.92,30.7,33.18,16.42,30.86
2025-01-03 08:00:00,405.69,30.07,35.14,54.8,51.51
2025-01-03 09:00:00,482.58,29.22,35.25,37.32,80.78
2025-01-03 10:00:00,696.28,34.62,43.33,6.42,135.09
2025-01-03 11:00:00,646.22,29.12,37.2,18.89,113.07
2025-01-03 12:00:00,826.38,36.93,47.26,18.57,129.35
2025-01-03 13:00:00,648.8,38.85,46.96,43.36,82.39
2025-01-03 14:00:00,625.4,37.63,45.44,16.96,112.91
2025-01-03 15:00:00,537.54,27.59,34.31,22.01,86.71
2025-01-03 16:00:00,398.87,27.41,32.39,32.99,69.27
2025-01-03 17:00:00,210.76,25.15,27.78,32.1,30.35
2025-01-03 18:00:00,0.0,32.17,32.17,67.45,0.0
2025-01-03 19:00:00,0.0,29.91,29.91,26.97,0.0
2025-01-03 20:00:00,0.0,17.15,17.15,49.83,0.0
2025-01-03 21:00:00,0.0,25.11,25.11,43.65,0.0
2025-01-03 22:00:00,0.0,24.02,24.02,8.87,0.0
2025-01-03 23:00:00,0.0,17.6,17.6,30.05,0.0
2025-01-04 00:00:00,0.0,17.86,17.86,23.74,0.0
2025-01-04 01:00:00,0.0,32.19,32.19,42.94,0.0
2025-01-04 02:00:00,0.0,23.0,23.0,43.46,0.0
2025-01-04 03:00:00,0.0,27.51,27.51,27.32,0.0
2025-01-04 04:00:00,0.0,22.92,22.92,65.59,0.0
2025-01-04 05:00:00,0.0,29.34,29.34,42.91,0.0
2025-01-04 06:00:00,0.0,32.42,32.42,25.54,0.0
2025-01-04 07:00:00,200.26,29.62,32.13,42.84,29.06
2025-01-04 08:00:00,323.55,26.65,30.69,43.56,41.87
2025-01-04 09:00:00,454.88,25.8,31.49,29.33,69.86
2025-01-04 10:00:00,618.26,33.48,41.21,30.07,89.57
2025-01-04 11:00:00,527.78,33.46,40.06,4.34,100.35
2025-01-04 12:00:00,958.03,15.26,27.23,28.88,132.98
2025-01-04 13:00:00,592.79,40.12,47.53,26.31,99.95
2025-01-04 14:00:00,625.18,36.09,43.9,26.99,85.42
2025-01-04 15:00:00,500.59,21.61,27.87,25.38,82.48
2025-01-04 16:00:00,336.36,26.73,30.93,26.45,52.1
2025-01-04 17:00:00,170.54,26.54,28.67,30.92,27.25
2025-01-04 18:00:00,0.0,39.72,39.72,6.15,0.0
2025-01-04 19:00:00,0.0,13.04,13.04,32.21,0.0
2025-01-04 20:00:00,0.0,23.74,23.74,40.52,0.0
2025-01-04 21:00:00,0.0,22.37,22.37,11.06,0.0
2025-01-04 22:00:00,0.0,26.12,26.12,48.58,0.0
2025-01-04 23:00:00,0.0,19.87,19.87,70.62,0.0
2025-01-05 00:00:00,0.0,24.35,24.35,38.66,0.0
2025-01-05 01:00:00,0.0,24.45,24.45,25.04,0.0
2025-01-05 02:00:00,0.0,25.16,25.16,22.69,0.0
2025-01-05 03:00:00,0.0,27.79,27.79,59.52,0.0
2025-01-05 04:00:00,0.0,24.07,24.07,5.93,0.0
2025-01-05 05:00:00,0.0,27.29,27.29,54.05,0.0
2025-01-05 06:00:00,0.0,33.41,33.41,36.34,0.0
2025-01-05 07:00:00,178.77,27.24,29.48,18.59,26.82
2025-01-05 08:00:00,393.01,32.41,37.32,8.26,77.94
2025-01-05 09:00:00,483.3,34.54,40.58,31.97,63.98
2025-01-05 10:00:00,683.32,31.69,40.23,67.73,54.47
2025-01-05 11:00:00,808.43,44.67,54.78,36.92,114.63
2025-01-05 12:00:00,730.87,32.65,41.79,35.14,124.62
2025-01-05 13:00:00,797.3,24.06,34.03,56.23,89.44
2025-01-05 14:00:00,629.4,29.2,37.07,50.06,68.64
2025-01-05 15:00:00,421.37,27.99,33.25,38.1,68.51
2025-01-05 16:00:00,351.32,22.09,26.48,7.58,61.6
2025-01-05 17:00:00,200.78,28.39,30.9,41.59,23.69
2025-01-05 18:00:00,0.0,34.05,34.05,35.48,0.0
2025-01-05 19:00:00,0.0,19.57,19.57,7.67,0.0
2025-01-05 20:00:00,0.0,28.98,28.98,13.47,0.0
2025-01-05 21:00:00,0.0,22.98,22.98,3.05,0.0
2025-01-05 22:00:00,0.0,27.74,27.74,11.91,0.0
2025-01-05 23:00:00,0.0,21.09,21.09,54.17,0.0
2025-01-06 00:00:00,0.0,23.04,23.04,15.65,0.0
2025-01-06 01:00:00,0.0,25.01,25.01,19.13,0.0
2025-01-06 02:00:00,0.0,25.3,25.3,9.25,0.0
2025-01-06 03:00:00,0.0,20.73,20.73,17.34,0.0
2025-01-06 04:00:00,0.0,15.67,15.67,5.52,0.0
2025-01-06 05:00:00,0.0,23.88,23.88,41.12,0.0
2025-01-06 06:00:00,0.0,34.03,34.03,12.62,0.0
2025-01-06 07:00:00,183.35,31.18,33.47,23.65,25.97
2025-01-06 08:00:00,376.87,33.16,37.87,7.3,69.7
2025-01-06 09:00:00,564.04,18.95,26.01,40.3,66.04
2025-01-06 10:00:00,584.31,31.19,38.5,30.07,81.56
2025-01-06 11:00:00,593.94,24.3,31.73,24.14,119.26
2025-01-06 12:00:00,760.24,20.88,30.39,23.89,152.08
2025-01-06 13:00:00,690.78,29.79,38.42,52.36,97.48
2025-01-06 14:00:00,584.17,33.2,40.5,47.48,78.15
2025-01-06 15:00:00,425.95,29.55,34.88,17.7,75.32
2025-01-06 16:00:00,368.05,33.71,38.31,6.57,72.5
2025-01-06 17:00:00,196.09,31.25,33.7,21.81,34.16
2025-01-06 18:00:00,0.0,36.77,36.77,35.39,0.0
2025-01-06 19:00:00,0.0,18.38,18.38,14.21,0.0
2025-01-06 20:00:00,0.0,22.09,22.09,31.74,0.0
2025-01-06 21:00:00,0.0,21.4,21.4,21.4,0.0
2025-01-06 22:00:00,0.0,27.56,27.56,39.29,0.0
2025-01-06 23:00:00,0.0,28.89,28.89,36.72,0.0
2025-01-07 00:00:00,0.0,22.55,22.55,7.43,0.0
2025-01-07 01:00:00,0.0,22.8,22.8,14.32,0.0
2025-01-07 02:00:00,0.0,20.93,20.93,22.73,0.0
2025-01-07 03:00:00,0.0,23.34,23.34,7.68,0.0
2025-01-07 04:00:00,0.0,26.7,26.7,15.11,0.0
2025-01-07 05:00:00,0.0,21.93,21.93,28.72,0.0
2025-01-07 06:00:00,0.0,27.76,27.76,41.96,0.0
2025-01-07 07:00:00,202.76,33.8,36.33,48.91,31.29
2025-01-07 08:00:00,397.12,33.26,38.23,13.72,75.82
2025-01-07 09:00:00,464.87,25.61,31.43,44.24,55.07
2025-01-07 10:00:00,625.15,9.12,16.93,50.04,69.33
2025-01-07 11:00:00,786.97,41.08,50.92,25.44,125.44
2025-01-07 12:00:00,745.87,33.01,42.34,36.1,114.67
2025-01-07 13:00:00,772.4,30.88,40.54,51.21,86.32
2025-01-07 14:00:00,658.49,34.91,43.14,28.87,83.75
2025-01-07 15:00:00,512.22,42.98,49.38,22.35,84.08
2025-01-07 16:00:00,345.9,31.05,35.38,34.04,51.88
2025-01-07 17:00:00,183.31,25.8,28.09,19.44,28.48
2025-01-07 18:00:00,0.0,29.21,29.21,37.66,0.0
2025-01-07 19:00:00,0.0,19.08,19.08,27.44,0.0
2025-01-07 20:00:00,0.0,26.83,26.83,34.16,0.0
2025-01-07 21:00:00,0.0,23.11,23.11,30.6,0.0
2025-01-07 22:00:00,0.0,19.72,19.72,5.54,0.0
2025-01-07 23:00:00,0.0,24.3,24.3,42.39,0.0
2025-01-08 00:00:00,0.0,28.47,28.47,23.6,0.0
2025-01-08 01:00:00,0.0,25.84,25.84,32.76,0.0
2025-01-08 02:00:00,0.0,26.84,26.84,33.58,0.0
2025-01-08 03:00:00,0.0,18.57,18.57,12.62,0.0
2025-01-08 04:00:00,0.0,21.28,21.28,20.69,0.0
2025-01-08 05:00:00,0.0,23.31,23.31,11.97,0.0
2025-01-08 06:00:00,0.0,32.23,32.23,66.6,0.0
2025-01-08 07:00:00,186.52,23.05,25.38,18.15,32.55
2025-01-08 08:00:00,429.4,28.93,34.29,13.98,67.78
2025-01-08 09:00:00,521.46,33.44,39.95,15.25,90.84
2025-01-08 10:00:00,572.8,26.52,33.68,49.01,78.84
2025-01-08 11:00:00,706.34,25.86,34.69,23.06,107.74
2025-01-08 12:00:00,738.15,47.79,57.02,15.4,123.55
2025-01-08 13:00:00,628.92,30.72,38.58,37.43,82.92
2025-01-08 14:00:00,639.72,18.81,26.81,44.19,75.29
2025-01-08 15:00:00,426.4,29.77,35.1,43.99,46.01
2025-01-08 16:00:00,339.34,38.26,42.5,36.64,51.5
2025-01-08 17:00:00,194.95,25.97,28.41,20.62,32.66
2025-01-08 18:00:00,0.0,16.59,16.59,6.46,0.0
2025-01-08 19:00:00,0.0,27.23,27.23,9.65,0.0
2025-01-08 20:00:00,0.0,25.39,25.39,12.25,0.0
2025-01-08 21:00:00,0.0,15.62,15.62,8.0,0.0
2025-01-08 22:00:00,0.0,22.29,22.29,49.63,0.0
2025-01-08 23:00:00,0.0,27.39,27.39,11.99,0.0
2025-01-09 00:00:00,0.0,25.72,25.72,40.65,0.0
2025-01-09 01:00:00,0.0,24.19,24.19,19.08,0.0
2025-01-09 02:00:00,0.0,23.68,23.68,12.6,0.0
2025-01-09 03:00:00,0.0,24.56,24.56,17.82,0.0
2025-01-09 04:00:00,0.0,12.41,12.41,24.46,0.0
2025-01-09 05:00:00,0.0,20.25,20.25,12.18,0.0
2025-01-09 06:00:00,0.0,33.28,33.28,37.63,0.0
2025-01-09 07:00:00,186.39,36.3,38.63,53.23,22.4
2025-01-09 08:00:00,378.43,25.37,30.1,9.1,69.33
2025-01-09 09:00:00,565.26,32.72,39.79,13.02,80.13
2025-01-09 10:00:00,563.84,37.74,44.79,36.25,77.21
2025-01-09 11:00:00,706.79,21.36,30.19,19.79,104.57
2025-01-09 12:00:00,841.27,31.02,41.53,8.15,139.45
2025-01-09 13:00:00,778.4,28.05,37.78,38.89,101.7
2025-01-09 14:00:00,624.38,43.97,51.78,21.68,107.91
2025-01-09 15:00:00,547.67,31.69,38.53,27.96,81.62
2025-01-09 16:00:00,382.41,35.83,40.61,35.89,50.52
2025-01-09 17:00:00,149.14,35.64,37.51,44.03,19.15
2025-01-09 18:00:00,0.0,30.96,30.96,10.54,0.0
2025-01-09 19:00:00,0.0,25.89,25.89,48.24,0.0
2025-01-09 20:00:00,0.0,24.16,24.16,27.96,0.0
2025-01-09 21:00:00,0.0,22.9,22.9,50.1,0.0
2025-01-09 22:00:00,0.0,27.58,27.58,46.38,0.0
2025-01-09 23:00:00,0.0,32.89,32.89,63.09,0.0
2025-01-10 00:00:00,0.0,25.66,25.66,7.84,0.0
2025-01-10 01:00:00,0.0,29.84,29.84,29.4,0.0
2025-01-10 02:00:00,0.0,30.56,30.56,8.74,0.0
2025-01-10 03:00:00,0.0,25.21,25.21,30.43,0.0
2025-01-10 04:00:00,0.0,23.19,23.19,21.52,0.0
2025-01-10 05:00:00,0.0,20.96,20.96,15.66,0.0
2025-01-10 06:00:00,0.0,32.78,32.78,13.44,0.0
2025-01-10 07:00:00,163.78,32.51,34.56,5.37,30.23
2025-01-10 08:00:00,335.21,39.5,43.69,10.03,57.22
2025-01-10 09:00:00,581.96,28.1,35.38,16.73,98.11
2025-01-10 10:00:00,677.38,26.84,35.3,18.36,116.08
2025-01-10 11:00:00,735.1,22.01,31.2,44.49,96.16
2025-01-10 12:00:00,776.67,35.02,44.73,28.5,117.91
2025-01-10 13:00:00,716.45,29.41,38.36,25.57,117.92
2025-01-10 14:00:00,665.43,23.78,32.1,20.76,122.56
2025-01-10 15:00:00,513.62,34.91,41.33,29.14,71.99
2025-01-10 16:00:00,381.51,33.05,37.82,1.44,72.15
2025-01-10 17:00:00,151.31,29.14,31.03,24.83,24.99
2025-01-10 18:00:00,0.0,25.87,25.87,11.12,0.0
2025-01-10 19:00:00,0.0,25.21,25.21,21.33,0.0
2025-01-10 20:00:00,0.0,24.01,24.01,16.33,0.0
2025-01-10 21:00:00,0.0,19.82,19.82,5.03,0.0
2025-01-10 22:00:00,0.0,23.1,23.1,38.1,0.0
2025-01-10 23:00:00,0.0,23.88,23.88,48.38,0.0
2025-01-11 00:00:00,0.0,25.57,25.57,28.83,0.0
2025-01-11 01:00:00,0.0,19.23,19.23,12.95,0.0
2025-01-11 02:00:00,0.0,30.85,30.85,27.3,0.0
2025-01-11 03:00:00,0.0,28.57,28.57,37.76,0.0
2025-01-11 04:00:00,0.0,22.05,22.05,8.68,0.0
2025-01-11 05:00:00,0.0,25.11,25.11,18.28,0.0
2025-01-11 06:00:00,0.0,30.53,30.53,16.13,0.0
2025-01-11 07:00:00,182.46,31.11,33.39,31.29,24.65
2025-01-11 08:00:00,410.93,27.29,32.43,22.83,62.34
2025-01-11 09:00:00,526.17,25.46,32.04,11.26,79.81
2025-01-11 10:00:00,592.41,26.5,33.91,41.17,79.78
2025-01-11 11:00:00,805.44,36.44,46.5,46.9,107.74
2025-01-11 12:00:00,706.41,33.48,42.31,29.55,107.54
2025-01-11 13:00:00,662.13,34.89,43.17,19.2,112.03
2025-01-11 14:00:00,643.32,35.33,43.37,49.0,85.59
2025-01-11 15:00:00,454.69,26.09,31.78,30.09,68.04
2025-01-11 16:00:00,304.18,18.6,22.41,27.16,46.97
2025-01-11 17:00:00,222.86,34.04,36.82,24.48,34.02
2025-01-11 18:00:00,0.0,37.73,37.73,50.37,0.0
2025-01-11 19:00:00,0.0,21.94,21.94,47.41,0.0
2025-01-11 20:00:00,0.0,24.06,24.06,12.13,0.0
2025-01-11 21:00:00,0.0,20.73,20.73,13.3,0.0
2025-01-11 22:00:00,0.0,27.73,27.73,3.03,0.0
2025-01-11 23:00:00,0.0,28.67,28.67,60.38,0.0
2025-01-12 00:00:00,0.0,34.23,34.23,22.39,0.0
2025-01-12 01:00:00,0.0,30.52,30.52,35.51,0.0
2025-01-12 02:00:00,0.0,21.8,21.8,33.01,0.0
2025-01-12 03:00:00,0.0,12.91,12.91,51.17,0.0
2025-01-12 04:00:00,0.0,16.53,16.53,47.15,0.0
2025-01-12 05:00:00,0.0,26.31,26.31,31.74,0.0
2025-01-12 06:00:00,0.0,28.17,28.17,25.0,0.0
2025-01-12 07:00:00,217.55,30.85,33.56,29.62,26.52
2025-01-12 08:00:00,373.61,28.83,33.5,16.94,65.77
2025-01-12 09:00:00,482.07,29.83,35.86,41.29,76.63
2025-01-12 10:00:00,735.76,23.41,32.61,17.27,132.43
2025-01-12 11:00:00,788.54,28.64,38.5,26.65,125.99
2025-01-12 12:00:00,792.39,29.92,39.82,18.65,97.2
2025-01-12 13:00:00,763.21,30.4,39.94,40.76,108.38
2025-01-12 14:00:00,522.18,33.4,39.93,28.77,82.69
2025-01-12 15:00:00,508.96,25.59,31.95,4.13,85.84
2025-01-12 16:00:00,368.92,30.91,35.53,47.24,42.4
2025-01-12 17:00:00,188.7,35.42,37.78,10.0,39.5
2025-01-12 18:00:00,0.0,26.12,26.12,15.82,0.0
2025-01-12 19:00:00,0.0,28.65,28.65,13.85,0.0
2025-01-12 20:00:00,0.0,22.99,22.99,13.72,0.0
2025-01-12 21:00:00,0.0,23.76,23.76,17.5,0.0
2025-01-12 22:00:00,0.0,36.77,36.77,17.12,0.0
2025-01-12 23:00:00,0.0,16.68,16.68,36.76,0.0
2025-01-13 00:00:00,0.0,28.32,28.32,16.25,0.0
2025-01-13 01:00:00,0.0,27.93,27.93,40.17,0.0
2025-01-13 02:00:00,0.0,22.39,22.39,40.11,0.0
2025-01-13 03:00:00,0.0,21.06,21.06,24.23,0.0
2025-01-13 04:00:00,0.0,29.65,29.65,29.17,0.0
2025-01-13 05:00:00,0.0,19.24,19.24,30.79,0.0
2025-01-13 06:00:00,0.0,25.17,25.17,29.36,0.0
2025-01-13 07:00:00,192.36,36.84,39.24,42.64,24.97
2025-01-13 08:00:00,411.2,33.27,38.41,54.27,43.61
2025-01-13 09:00:00,480.31,28.07,34.07,11.57,70.33
2025-01-13 10:00:00,708.11,32.23,41.09,16.38,108.92
2025-01-13 11:00:00,786.16,28.45,38.27,10.12,131.14
2025-01-13 12:00:00,781.98,36.17,45.95,36.51,94.6
2025-01-13 13:00:00,751.35,28.55,37.94,32.38,98.58
2025-01-13 14:00:00,635.65,31.52,39.46,18.67,103.97
2025-01-13 15:00:00,500.74,31.14,37.4,11.75,83.16
2025-01-13 16:00:00,389.96,35.33,40.21,26.41,56.78
2025-01-13 17:00:00,200.05,41.03,43.53,18.09,26.53
2025-01-13 18:00:00,0.0,32.57,32.57,4.85,0.0
2025-01-13 19:00:00,0.0,26.94,26.94,37.78,0.0
2025-01-13 20:00:00,0.0,28.65,28.65,16.63,0.0
2025-01-13 21:00:00,0.0,25.06,25.06,21.97,0.0
2025-01-13 22:00:00,0.0,28.0,28.0,34.16,0.0
2025-01-13 23:00:00,0.0,27.54,27.54,7.03,0.0
2025-01-14 00:00:00,0.0,29.26,29.26,17.9,0.0
2025-01-14 01:00:00,0.0,22.97,22.97,9.26,0.0
2025-01-14 02:00:00,0.0,26.21,26.21,1.81,0.0
2025-01-14 03:00:00,0.0,22.24,22.24,57.82,0.0
2025-01-14 04:00:00,0.0,21.23,21.23,3.37,0.0
2025-01-14 05:00:00,0.0,20.42,20.42,48.69,0.0
2025-01-14 06:00:00,0.0,36.51,36.51,23.22,0.0
2025-01-14 07:00:00,196.5,34.03,36.48,65.62,17.99
2025-01-14 08:00:00,371.53,27.61,32.25,56.64,39.14
2025-01-14 09:00:00,436.36,33.05,38.51,4.27,88.18
2025-01-14 10:00:00,589.77,25.01,32.38,34.97,64.52
2025-01-14 11:00:00,632.25,30.46,38.36,22.87,105.92
2025-01-14 12:00:00,709.62,31.24,40.11,33.24,111.03
2025-01-14 13:00:00,726.07,30.65,39.73,50.24,72.65
2025-01-14 14:00:00,582.93,18.24,25.53,68.59,60.85
2025-01-14 15:00:00,557.16,40.65,47.62,53.65,58.8
2025-01-14 16:00:00,319.38,19.08,23.08,13.68,50.76
2025-01-14 17:00:00,150.65,36.76,38.64,33.62,21.17
2025-01-14 18:00:00,0.0,21.52,21.52,15.67,0.0
2025-01-14 19:00:00,0.0,17.48,17.48,31.03,0.0
2025-01-14 20:00:00,0.0,25.12,25.12,45.88,0.0
2025-01-14 21:00:00,0.0,23.59,23.59,38.19,0.0
2025-01-14 22:00:00,0.0,22.52,22.52,33.47,0.0
2025-01-14 23:00:00,0.0,23.63,23.63,6.06,0.0
2025-01-15 00:00:00,0.0,25.48,25.48,20.48,0.0
2025-01-15 01:00:00,0.0,24.73,24.73,14.58,0.0
2025-01-15 02:00:00,0.0,26.0,26.0,8.3,0.0
2025-01-15 03:00:00,0.0,18.95,18.95,17.39,0.0
2025-01-15 04:00:00,0.0,26.99,26.99,33.3,0.0
2025-01-15 05:00:00,0.0,25.17,25.17,35.36,0.0
2025-01-15 06:00:00,0.0,29.82,29.82,43.0,0.0
2025-01-15 07:00:00,156.81,32.81,34.77,27.61,23.01
2025-01-15 08:00:00,371.96,29.25,33.9,12.19,56.56
2025-01-15 09:00:00,510.16,37.57,43.95,55.42,62.51
2025-01-15 10:00:00,577.65,37.16,44.38,63.49,57.85
2025-01-15 11:00:00,728.52,29.09,38.2,51.02,98.77
2025-01-15 12:00:00,706.86,41.74,50.58,17.25,114.77
2025-01-15 13:00:00,768.22,21.72,31.33,55.19,80.1
2025-01-15 14:00:00,580.39,33.09,40.35,13.6,107.06
2025-01-15 15:00:00,533.68,34.25,40.92,11.57,85.51
2025-01-15 16:00:00,369.35,28.85,33.47,15.03,59.03
2025-01-15 17:00:00,189.11,31.28,33.64,47.52,27.37
2025-01-15 18:00:00,0.0,24.01,24.01,22.98,0.0
2025-01-15 19:00:00,0.0,22.89,22.89,47.18,0.0
2025-01-15 20:00:00,0.0,19.04,19.04,29.82,0.0
2025-01-15 21:00:00,0.0,24.03,24.03,3.88,0.0
2025-01-15 22:00:00,0.0,28.96,28.96,25.47,0.0
2025-01-15 23:00:00,0.0,24.95,24.95,8.47,0.0
2025-01-16 00:00:00,0.0,21.96,21.96,42.62,0.0
2025-01-16 01:00:00,0.0,21.5,21.5,5.02,0.0
2025-01-16 02:00:00,0.0,24.62,24.62,29.69,0.0
2025-01-16 03:00:00,0.0,26.91,26.91,9.43,0.0
2025-01-16 04:00:00,0.0,24.77,24.77,17.47,0.0
2025-01-16 05:00:00,0.0,23.74,23.74,17.64,0.0
2025-01-16 06:00:00,0.0,33.13,33.13,66.34,0.0
2025-01-16 07:00:00,190.79,31.18,33.57,26.54,30.01
2025-01-16 08:00:00,350.36,13.0,17.38,18.94,57.66
2025-01-16 09:00:00,432.91,29.11,34.52,27.86,74.45
2025-01-16 10:00:00,604.5,28.36,35.92,17.23,104.59
2025-01-16 11:00:00,769.63,24.59,34.21,46.0,109.29
2025-01-16 12:00:00,617.79,24.73,32.45,58.76,57.99
2025-01-16 13:00:00,569.02,24.03,31.15,30.34,91.63
2025-01-16 14:00:00,466.05,42.11,47.93,25.03,74.37
2025-01-16 15:00:00,567.88,30.12,37.22,13.63,94.96
2025-01-16 16:00:00,368.6,35.93,40.54,50.31,38.48
2025-01-16 17:00:00,200.27,25.03,27.53,57.56,20.65
2025-01-16 18:00:00,0.0,33.22,33.22,52.42,0.0
2025-01-16 19:00:00,0.0,25.36,25.36,29.39,0.0
2025-01-16 20:00:00,0.0,24.99,24.99,20.5,0.0
2025-01-16 21:00:00,0.0,26.55,26.55,5.18,0.0
2025-01-16 22:00:00,0.0,23.7,23.7,16.19,0.0
2025-01-16 23:00:00,0.0,24.02,24.02,12.49,0.0
2025-01-17 00:00:00,0.0,22.57,22.57,7.08,0.0
2025-01-17 01:00:00,0.0,23.2,23.2,79.43,0.0
2025-01-17 02:00:00,0.0,26.35,26.35,12.21,0.0
2025-01-17 03:00:00,0.0,21.13,21.13,24.19,0.0
2025-01-17 04:00:00,0.0,24.08,24.08,24.95,0.0
2025-01-17 05:00:00,0.0,29.57,29.57,38.77,0.0
2025-01-17 06:00:00,0.0,33.71,33.71,44.06,0.0
2025-01-17 07:00:00,199.44,27.29,29.78,6.89,35.45
2025-01-17 08:00:00,327.86,25.45,29.55,30.77,40.59
2025-01-17 09:00:00,438.18,36.05,41.52,16.61,76.52
2025-01-17 10:00:00,521.05,20.84,27.36,62.8,54.78
2025-01-17 11:00:00,713.69,33.51,42.43,22.64,120.24
2025-01-17 12:00:00,924.02,38.47,50.02,10.51,155.46
2025-01-17 13:00:00,671.21,14.37,22.76,8.59,122.22
2025-01-17 14:00:00,654.64,34.44,42.63,23.56,84.08
2025-01-17 15:00:00,528.18,25.95,32.55,19.62,86.6
2025-01-17 16:00:00,319.66,34.92,38.92,7.36,47.09
2025-01-17 17:00:00,173.58,34.7,36.87,56.69,19.11
2025-01-17 18:00:00,0.0,31.37,31.37,54.97,0.0
2025-01-17 19:00:00,0.0,24.42,24.42,28.86,0.0
2025-01-17 20:00:00,0.0,22.46,22.46,55.67,0.0
2025-01-17 21:00:00,0.0,28.33,28.33,28.63,0.0
2025-01-17 22:00:00,0.0,25.99,25.99,38.98,0.0
2025-01-17 23:00:00,0.0,18.8,18.8,15.79,0.0
2025-01-18 00:00:00,0.0,27.12,27.12,8.6,0.0
2025-01-18 01:00:00,0.0,25.82,25.82,35.08,0.0
2025-01-18 02:00:00,0.0,23.71,23.71,20.82,0.0
2025-01-18 03:00:00,0.0,24.77,24.77,21.75,0.0
2025-01-18 04:00:00,0.0,21.36,21.36,46.18,0.0
2025-01-18 05:00:00,0.0,20.01,20.01,20.72,0.0
2025-01-18 06:00:00,0.0,26.1,26.1,17.64,0.0
2025-01-18 07:00:00,209.01,30.86,33.47,58.95,20.56
2025-01-18 08:00:00,319.11,25.89,29.88,64.75,32.07
2025-01-18 09:00:00,472.82,37.41,43.33,54.6,57.92
2025-01-18 10:00:00,615.53,39.12,46.82,35.44,82.8
2025-01-18 11:00:00,676.14,29.71,38.16,16.46,97.51
